index,filename,width,height,mse,psnr,error
364,435_img_.png,1280,720,2679.287109375,13.850611686706543,
365,436_img_.png,600,366,381.16961669921875,22.319622039794922,
366,437_img_.png,600,450,3768.369384765625,12.369269371032715,
367,438_img_.png,960,720,5483.3212890625,10.74036693572998,
368,439_img_.png,1024,694,1798.6834716796875,15.581255912780762,
369,43_img_.png,1280,849,435.6156311035156,21.739768981933594,
370,440_img_.png,1280,720,2774.89306640625,13.69834041595459,
371,441_img_.png,1024,768,3810.864501953125,12.320568084716797,
372,442_img_.png,640,350,1590.4267578125,16.11566734313965,
373,443_img_.png,640,480,1814.242919921875,15.54384994506836,
374,444_img_.png,640,480,2213.172607421875,14.680651664733887,
375,445_img_.png,1174,763,1058.8458251953125,17.882476806640625,
376,446_img_.png,1024,768,2154.34423828125,14.797653198242188,
377,447_img_.png,640,480,3476.114990234375,12.71986198425293,
378,448_img_.png,1200,753,416.52490234375,21.93439483642578,
379,449_img_.png,500,335,1563.13232421875,16.190845489501953,
380,44_img_.png,640,480,1226.8636474609375,17.242839813232422,
381,450_img_.png,700,499,460.9543151855469,21.494226455688477,
382,451_img_.png,610,305,313.45672607421875,23.169029235839844,
383,452_img_.png,564,375,1721.174560546875,15.772554397583008,
384,453_img_.png,640,427,490.5285339355469,21.224159240722656,
385,454_img_.png,840,630,8958.294921875,8.608550071716309,
386,455_img_.png,1000,803,5740.001953125,10.541683197021484,
387,457_img_.png,538,331,1274.231689453125,17.078319549560547,
388,458_img_.png,640,480,1068.4422607421875,17.843294143676758,
389,459_img_.png,1366,768,2096.740478515625,14.91535758972168,
390,45_img_.png,1204,800,2918.1748046875,13.479690551757812,
391,460_img_.png,284,177,560.1932373046875,20.64742660522461,
392,461_img_.png,1920,1200,910.8494873046875,18.53633689880371,
393,462_img_.png,575,408,624.2416381835938,20.177276611328125,
394,463_img_.png,420,285,649.541748046875,20.004732131958008,
395,464_img_.png,1920,1202,559.2939453125,20.654401779174805,
396,465_img_.png,1024,682,830.4894409179688,18.937461853027344,
397,466_img_.png,293,220,2434.02978515625,14.267544746398926,
398,467_img_.png,640,480,1031.629638671875,17.99556541442871,
399,468_img_.png,1280,801,786.2562866210938,19.17516326904297,
400,469_img_.png,1024,682,1990.5836181640625,15.140999794006348,
401,46_img_.png,640,357,372.647216796875,22.417823791503906,
402,470_img_.png,1920,1080,6670.18798828125,9.889422416687012,
403,471_img_.png,496,220,3843.361083984375,12.28369140625,
404,472_img_.png,500,251,2043.4764404296875,15.027107238769531,
405,473_img_.png,600,350,572.4323120117188,20.55356216430664,
406,476_img_.png,391,220,1499.6793212890625,16.370819091796875,
407,477_img_.png,690,517,2948.624755859375,13.434609413146973,
408,478_img_.png,690,587,1324.8095703125,16.909271240234375,
